X,Y,Z,X1,Y1,Z1
0.0006079666666666667,-0.0038358666666666666,4.933333333333333e-05,0.0006081,-0.0038366666666666666,7.64e-05
0.0014863333333333332,-0.0035883000000000004,4.933333333333333e-05,0.0014866999999999999,-0.003589133333333333,7.636666666666666e-05
0.0022832333333333336,-0.003141566666666667,4.93e-05,0.0022837,-0.0031423,7.636666666666666e-05
0.0029541,-0.0025218,4.933333333333333e-05,0.0029546666666666666,-0.0025224,7.636666666666666e-05
0.0034607333333333337,-0.0017624,4.94e-05,0.0034614666666666666,-0.0017628999999999998,7.64e-05
0.0037766999999999996,-0.0009060666666666667,4.936666666666666e-05,0.0037774666666666665,-0.0009063333333333333,7.633333333333332e-05
0.0038836333333333328,2.0000000000000486e-07,4.943333333333333e-05,0.0038845333333333335,2.0000000000000486e-07,7.64e-05
0.0037765,0.0009066333333333333,4.93e-05,0.0037772333333333332,0.0009068333333333333,7.623333333333332e-05
0.0034607,0.0017635666666666666,4.936666666666666e-05,0.0034614,0.0017638333333333332,7.636666666666666e-05
0.0029531333333333333,0.0025222666666666668,4.93e-05,0.0029537666666666663,0.002522766666666667,7.63e-05
0.0022827333333333335,0.0031421,4.93e-05,0.0022832333333333336,0.0031426333333333333,7.633333333333332e-05
0.001486566666666667,0.0035885333333333332,4.93e-05,0.0014869333333333333,0.0035892666666666666,7.633333333333332e-05
0.0006077333333333333,0.0038356999999999996,4.94e-05,0.0006078666666666666,0.0038365666666666663,7.63e-05
-0.00030463333333333333,0.0038717666666666668,4.936666666666666e-05,-0.00030473333333333333,0.0038725333333333336,7.636666666666666e-05
-0.0012007666666666668,0.0036941666666666668,4.9466666666666665e-05,-0.0012009666666666667,0.0036948333333333334,7.636666666666666e-05
-0.002029966666666667,0.0033113666666666664,4.933333333333333e-05,-0.002030333333333333,0.003311933333333333,7.633333333333332e-05
-0.0027462000000000003,0.002746133333333333,4.943333333333333e-05,-0.0027466333333333332,0.0027466,7.63e-05
-0.0033117000000000003,0.0020293,4.94e-05,-0.003312233333333333,0.002029633333333333,7.636666666666666e-05
-0.0036938333333333337,0.0012000666666666666,4.933333333333333e-05,-0.0036945,0.0012003333333333334,7.636666666666666e-05
-0.0038718999999999997,0.00030473333333333333,4.943333333333333e-05,-0.0038726,0.0003048666666666667,7.64e-05
-0.0038362666666666664,-0.0006074,4.94e-05,-0.003837,-0.0006075,7.64e-05
-0.0035885333333333332,-0.0014860666666666668,4.943333333333333e-05,-0.0035891666666666663,-0.0014863666666666668,7.633333333333332e-05
-0.0031431,-0.0022822333333333334,4.936666666666666e-05,-0.0031437333333333337,-0.002282666666666667,7.64e-05
-0.0025232333333333333,-0.0029532666666666663,4.933333333333333e-05,-0.0025236333333333335,-0.002953833333333333,7.633333333333332e-05
-0.0017644666666666667,-0.0034604,4.936666666666666e-05,-0.0017647333333333335,-0.0034611,7.64e-05
-0.0009074333333333333,-0.0037768333333333334,4.9266666666666674e-05,-0.0009075666666666666,-0.003777566666666667,7.626666666666666e-05
-2.0333333333333284e-06,0.0012428666666666666,0.015557066666666666,-2.0333333333333284e-06,0.0012425,0.015598800000000001
0.0008873333333333334,0.0036974666666666663,0.02331103333333333,0.0008873666666666665,0.0036974,0.023360100000000005
0.0017263333333333334,0.0033878,0.023311066666666668,0.0017264000000000001,0.0033877,0.023360133333333335
0.00247,0.002891066666666667,0.023310966666666665,0.0024700333333333335,0.002890933333333333,0.023360133333333335
0.0030767333333333335,0.0022343333333333334,0.02331103333333333,0.0030767999999999998,0.0022343666666666665,0.023360033333333335
0.0035131,0.0014540999999999998,0.023311,0.0035131,0.0014539999999999998,0.023360033333333335
0.0037554666666666666,0.0005933333333333334,0.023311,0.0037554333333333335,0.0005933333333333334,0.023360100000000005
0.003790333333333333,-0.0002993333333333333,0.023311066666666668,0.0037904333333333338,-0.0002993333333333333,0.02336006666666667
0.003615733333333334,-0.0011756666666666667,0.023311,0.0036157,-0.0011757666666666667,0.023360000000000002
0.0032413333333333335,-0.0019869999999999996,0.0233111,0.0032413999999999998,-0.0019871,0.023360033333333335
0.002688366666666667,-0.002688366666666667,0.023311066666666668,0.0026884333333333336,-0.0026885,0.023359966666666666
0.001987,-0.0032417666666666664,0.023311,0.0019871,-0.003241833333333333,0.023360000000000002
0.001175,-0.0036161,0.023311,0.0011750333333333332,-0.003616033333333333,0.023360133333333335
0.00029833333333333334,-0.0037904333333333338,0.02331093333333333,0.00029836666666666664,-0.0037903999999999998,0.023360100000000005
-0.0005950666666666666,-0.0037554333333333335,0.02331103333333333,-0.0005949666666666666,-0.0037554000000000003,0.023360100000000005
-0.0014551333333333333,-0.0035131999999999997,0.023310966666666665,-0.0014550333333333335,-0.003513033333333333,0.023360166666666668
-0.0022355,-0.0030757000000000002,0.023311066666666668,-0.0022353666666666667,-0.0030757000000000002,0.023360099999999998
-0.0028915666666666667,-0.0024691,0.023311,-0.0028914,-0.0024690666666666665,0.023360099999999998
-0.0033881333333333334,-0.0017254,0.02331103333333333,-0.0033878666666666665,-0.0017254,0.023360166666666668
-0.0036975,-0.0008867666666666666,0.023310966666666665,-0.0036974,-0.0008867333333333333,0.023360133333333335
-0.0038022,7.333333333333511e-07,0.023311,-0.0038020666666666665,6.333333333333487e-07,0.023360099999999998
-0.0036972,0.0008881000000000001,0.023311,-0.003697133333333333,0.0008879999999999999,0.023360100000000005
-0.0033878666666666665,0.0017264333333333332,0.023310866666666666,-0.003387666666666667,0.0017263,0.023360100000000005
